Nombre,26.3
Daniel Tamayo,159
Kevin Gutierrez,146
Juan Pablo Angulo,224
Daniel Velez,144
Alberto Rivera,199
Frank Pemberthy,200
Juan Bernardo Orozco,0
Juan Felipe Lopez,0
Mateo Ortiz,0
Diego Prieto,143
Jhon Alexander,127
Daniel Pardo,0
Felipe Villa,0
Diego Hernandez,181
