Nombre,26.3
Wendy Hereira,170
Mariana Garzon,0
Valentina Arenas,193
Laura Alejandra,158
Valentina Sierra,204
Katherine Alvarez,0
Tatiana Rendon,154
Valentina Vallejo,0
Malle,228
