Nombre,26.3
Daniela Palacio,138
Mayi,154
Andrea Velazquez,180
Melissa Jimenez,0
Valentina Galindo,0
Valentina Osorio,0
Sara Bustamante,155
Laura Valderrama,0
Alejandra Parra,0
Nikolle Cifuentes,198
Johana Zapata,156
Ingrid Martinez,0
Gabriela Garzon,0
Carolina Rivera,0
Daniela Tilano,186
Yazmin,244
Maria Sofia Calle,143
